Titre Article;Source;Date;Pays;Journal;Texte Article;Domaine;Isclimate;Prédiction
FMI et Banque mondiale : les pays du Sud veulent peser;https://www.lemonde.fr/economie/article/2023/10/10/fmi-et-banque-mondiale-les-pays-du-sud-veulent-peser_6193550_3234.html;;France;LeMonde.fr;Face aux promesses non tenues des pays riches, les pays du Sud vont tenter de faire entendre leurs voix lors des réunions annuelles de ces deux institutions, qui se tiennent à Marrakech jusqu’au 15 octobre, avec l’objectif d’y être mieux représentées.;;;FALSE
Niger : les premiers départs de militaires français ont eu lieu;https://www.lemonde.fr/afrique/article/2023/10/10/niger-premiers-departs-de-militaires-francais_6193540_3212.html;;France;LeMonde.fr;Environ 1 400 soldats français étaient jusqu’ici déployés au Niger, à Niamey, et sur deux bases avancées dans le Nord-Ouest, dans le cadre de la lutte antijihadiste aux côtés des Nigériens.;;;FALSE
Le fisc des Etats-Unis réclame 28,9 milliards de dollars d’impôts non payés à Microsoft;https://www.lemonde.fr/economie/article/2023/10/11/etats-unis-les-impots-reclament-28-9-milliards-de-dollars-a-microsoft_6193860_3234.html;;France;LeMonde.fr;Microsoft a réalisé 212 milliards de dollars de chiffre d’affaires pour son dernier exercice annuel (clos au 30 juin 2023), pour un total bénéficiaire de 72,4 milliards net.;;;FALSE
Etats-Unis : le Parti républicain choisit Steve Scalise pour être speaker de la Chambre des représentants, sans certitude sur le vote final;https://www.lemonde.fr/international/article/2023/10/11/etats-unis-les-republicains-designent-steve-scalise-pour-etre-leur-candidat-au-poste-de-speaker-a-la-chambre-des-representants-sans-certitude-sur-le-vote-final_6193857_3210.html;;France;LeMonde.fr;L’élu de Louisiane âgé de 58 ans est arrivé en tête d’un scrutin informel organisé par son parti mercredi, après la chute de Kevin McCarthy la semaine dernière sur fond de querelles internes. Reste à savoir s’il sera soutenu par l’ensemble des élus de sa formation lors du vote officiel en session plénière.;;;FALSE
A Harvard, étudiants et professeurs se déchirent au sujet de l’attaque du Hamas en Israël;https://www.lemonde.fr/international/article/2023/10/11/a-harvard-etudiants-et-professeurs-se-dechirent-au-sujet-de-l-attaque-du-hamas-et-d-israel_6193850_3210.html;;France;LeMonde.fr;Un communiqué de groupes de solidarité avec la Palestine de la prestigieuse université américaine a accusé « le régime d’apartheid » attribué à l’Etat hébreu d’être « entièrement responsable » des massacres commis par le groupe islamiste. La direction de l’établissement s’est vu reprocher une réaction trop molle.;;;FALSE
Au Mexique, un mort sur le passage de l’ouragan Lidia, rétrogradé en tempête tropicale;https://www.lemonde.fr/climat/article/2023/10/11/au-mexique-un-mort-sur-le-passage-de-l-ouragan-lidia-retrograde-en-tempete-tropicale_6193750_1652612.html;;France;LeMonde.fr;Un homme a été tué par un arbre tombé sur sa voiture lors du passage de l’ouragan dans l’ouest du Mexique. Les vents avaient atteint jusqu’à 220 kilomètres-heure mardi en fin d’après-midi.;;;FALSE
Crise des opiacés : la justice américaine valide une faillite qui ampute l’indemnisation des victimes;https://www.lemonde.fr/economie/article/2023/10/11/crise-des-opiaces-la-justice-americaine-valide-une-faillite-qui-ampute-l-indemnisation-des-victimes_6193749_3234.html;;France;LeMonde.fr;Après s’être déclarée en faillite, Mallinckrodt Pharmaceuticals, qui devait rembourser 1,7 milliard de dollars aux victimes, ne versera finalement que 700 millions.;;;FALSE
Le Brésil confronté à une sécheresse catastrophique en Amazonie;https://www.lemonde.fr/planete/article/2023/10/11/le-bresil-confronte-a-une-secheresse-catastrophique-en-amazonie_6193721_3244.html;;France;LeMonde.fr;Plusieurs mesures d’urgence ont été annoncées par les autorités, comme le versement anticipé de plusieurs aides sociales ou des opérations de dragage des cours d’eau.;;;FALSE
Au Mexique, le président « AMLO » est aussi une star de YouTube;https://www.lemonde.fr/m-le-mag/article/2023/10/11/au-mexique-le-president-amlo-est-aussi-une-star-de-youtube_6193717_4500055.html;;France;LeMonde.fr;La conférence de presse quotidienne très politique du président mexicain bat des records d’audience, au grand dam des conservateurs et de la presse, cibles de ses attaques. Un site de fans a même été créé.;;;FALSE
Joe Biden évoque la « soif de sang » du Hamas et affiche une solidarité sans faille avec Israël;https://www.lemonde.fr/international/article/2023/10/11/joe-biden-evoque-la-soif-de-sang-du-hamas-et-affiche-une-solidarite-sans-faille-avec-israel_6193632_3210.html;;France;LeMonde.fr;Le président américain a assuré l’Etat hébreu du soutien de son pays, trois jours après l’attaque du groupe islamiste palestinien, exprimant une empathie totale avec la population israélienne et avertissant les acteurs régionaux tentés de profiter de la situation.;;;FALSE
« Se déconnecter du système du dollar signifie se déconnecter de tout ce que les Etats-Unis ont à offrir »;https://www.lemonde.fr/idees/article/2023/10/11/se-deconnecter-du-systeme-du-dollar-signifie-se-deconnecter-de-tout-ce-que-les-etats-unis-ont-a-offrir_6193629_3232.html;;France;LeMonde.fr;La politiste Carla Norrlöf liste, dans une tribune au « Monde », les raisons pour lesquelles une remise en cause de la domination du dollar – dont l’hégémonie est un facteur de stabilité – est peu probable.;;;FALSE
Au Pérou, la tentation du tout-sécuritaire pour combattre la délinquance;https://www.lemonde.fr/international/article/2023/10/11/au-perou-la-tentation-du-tout-securitaire-pour-combattre-la-delinquance_6193625_3210.html;;France;LeMonde.fr;Vols à main armée, extorsions, kidnappings… Face à l’augmentation de l’insécurité dans le pays, le gouvernement de Dina Boluarte a décrété l’état d’urgence dans trois districts et déployé des centaines de militaires dans les rues en renfort des forces de police.;;;FALSE
A Ciudad Juarez, malgré le mur et les barbelés, les migrants passent toujours aux Etats-Unis;https://www.lemonde.fr/international/article/2023/10/10/a-ciudad-juarez-malgre-le-mur-et-les-barbeles-les-migrants-passent-toujours-aux-etats-unis_6193598_3210.html;;France;LeMonde.fr;Environ 2,2 millions de personnes ont franchi illégalement la frontière nord du Mexique depuis octobre 2022. Peu réactive, l’application créée par Washington pour déposer une demande d’asile à l’extérieur du pays n’a pas dissuadé un nouvel afflux de migrants, parmi lesquels figurent de nombreux Vénézuéliens.;;;FALSE
En Amérique du Sud, des températures printanières anormalement élevées;https://www.lemonde.fr/planete/article/2023/10/10/en-amerique-du-sud-des-temperatures-printanieres-anormalement-elevees_6193576_3244.html;;France;LeMonde.fr;Selon une étude publiée mardi, le changement climatique d’origine humaine « rend la récente chaleur en Amérique du Sud au moins cent fois plus probable » que dans un climat préindustriel.;;;FALSE
En Argentine, le boom des « cafés de spécialité »;https://www.lemonde.fr/international/article/2023/10/10/en-argentine-le-boom-des-cafes-de-specialite_6193397_3210.html;;France;LeMonde.fr;Au pays du maté, le café servi dans les troquets a longtemps été de mauvaise qualité, mais les choses changent avec l’irruption de nombreux commerces très rentables qui sont autant de formules anticrise pour les entrepreneurs.;;;FALSE
Joe Biden interrogé dans le cadre de l’enquête sur ses documents confidentiels;https://www.lemonde.fr/international/article/2023/10/10/biden-interroge-dans-le-cadre-de-l-enquete-sur-ses-documents-confidentiels_6193396_3210.html;;France;LeMonde.fr;A la fin de 2022, une série de documents confidentiels, dont le nombre exact et la teneur restent inconnus, avaient été trouvés à son domicile et dans son bureau. Ces documents remontent à la vice-présidence du démocrate (2009-2017) et à trois décennies au Sénat.;;;FALSE
Contrôle fiscal : ce qu’il faut savoir pour démythifier;https://www.lemonde.fr/argent/article/2023/10/12/controle-fiscal-ce-qu-il-faut-savoir-pour-demythifier_6193915_1657007.html;;France;LeMonde.fr;Plus de 720 000 contribuables français sont contrôlés chaque année au titre de l’impôt sur le revenu. Une procédure qui gagne à être mieux connue pour gagner en sérénité.;;;FALSE
« Pour lutter contre le changement climatique et les inégalités, nous appelons à la création d’un impôt européen sur la grande fortune »;https://www.lemonde.fr/idees/article/2023/10/10/pour-lutter-contre-le-changement-climatique-et-les-inegalites-nous-appelons-a-la-creation-d-un-impot-europeen-sur-la-grande-fortune_6193535_3232.html;;France;LeMonde.fr;Un collectif d’intellectuels, de représentants politiques et d’ONG, emmené par le président du Parti socialiste belge, Paul Magnette, et l’eurodéputée Aurore Lalucq, demande, dans une tribune au « Monde », à ce que la question de la justice fiscale soit remise au cœur du débat politique au sein de l’Union.;;;FALSE
Près de la moitié des Français à découvert au moins une fois par an;https://www.lemonde.fr/argent/article/2023/10/10/pres-de-la-moitie-des-francais-a-decouvert-au-moins-une-fois-par-an_6193483_1657007.html;;France;LeMonde.fr;Un compte dans le rouge engendre une cascade de frais particulièrement pénalisante pour les budgets par ailleurs sous pression en raison de l’inflation.;;;FALSE
Un fils condamné pour avoir utilisé la carte bancaire de ses parents;https://www.lemonde.fr/argent/article/2023/10/09/un-fils-condamne-pour-avoir-utilise-la-carte-bancaire-de-ses-parents_6193261_1657007.html;;France;LeMonde.fr;Un fils est condamné à de la prison avec sursis pour avoir commis une escroquerie au préjudice de ses parents, ce qui est puni par le code pénal, depuis une loi de 2006.;;;FALSE
Anoblies par « Barbie », les sandales Birkenstock entrent en Bourse à New York;https://www.lemonde.fr/economie/article/2023/10/09/anoblies-par-barbie-les-sandales-birkenstock-entrent-en-bourse-a-new-york_6193222_3234.html;;France;LeMonde.fr;La marque allemande, épaulée depuis 2021 par LVMH, poursuit sa forte croissance loin de son ancienne image de chaussure hippie.;;;FALSE
Retraite : peut-on annuler sa demande de pension ?;https://www.lemonde.fr/argent/article/2023/10/07/retraite-peut-on-annuler-sa-demande-de-pension_6192958_1657007.html;;France;LeMonde.fr;La réforme des retraites a introduit la possibilité de revenir sur sa demande en écrivant à ses caisses, d’ici au 31 octobre, et ce, même si la retraite a déjà été notifiée ou payée.;;;FALSE
Combien de trimestres faut-il pour une retraite à taux plein, après la réforme ?;https://www.lemonde.fr/argent/article/2023/10/07/combien-de-trimestres-faut-il-pour-une-retraite-a-taux-plein-apres-la-reforme_6192919_1657007.html;;France;LeMonde.fr;La dernière réforme des retraites a allongé, pour certaines générations, la durée d’assurance requise pour obtenir sa pension de base sans décote. Mais attention, un trimestre n’est pas forcément un trimestre…;;;FALSE
« Le Monde de C215. L’art du pochoir de rue » : « Ce qui me préoccupe le plus, c’est de faire une œuvre qui fasse sens dans mon époque »;https://www.lemonde.fr/mondephilatelique/article/2023/10/06/le-monde-de-c215-l-art-du-pochoir-de-rue-ce-qui-me-preoccupe-le-plus-c-est-de-faire-une-uvre-qui-fasse-sens-dans-mon-epoque_6192713_5470897.html;;France;LeMonde.fr;Rencontre avec le pochoiriste Christian Guémy, alias C215, dans son atelier d’Ivry-sur-Seine, à l’occasion de son dernier livre, une monographie en forme d’abécédaire, à paraître le 12 octobre.;;;FALSE
Vieillissement démographique : « Il nous faut former des gériatres en plus grand nombre »;https://www.lemonde.fr/idees/article/2023/10/05/vieillissement-demographique-il-nous-faut-former-des-geriatres-en-plus-grand-nombre_6192575_3232.html;;France;LeMonde.fr;La France forme toujours trop peu de médecins spécialisés dans la prise en charge du grand âge, s’inquiètent, dans une tribune au « Monde », les directeurs d’hôpitaux gériatriques Thomas Lauret et Mathilde Vinci, qui alertent sur les besoins liés à l’augmentation de l’espérance de vie.;;;FALSE
Epargne-retraite : pourquoi le succès du PER est à relativiser;https://www.lemonde.fr/argent/article/2023/10/05/epargne-retraite-pourquoi-le-succes-du-per-est-a-relativiser_6192557_1657007.html;;France;LeMonde.fr;Quatre ans après son lancement, environ 7,4 millions de personnes détiennent un PER, le nouveau plan d’épargne-retraite créé par la loi Pacte de 2019. Malgré tout, l’encours global de l’épargne-retraite stagne.;;;FALSE
Dans le milieu de l’art, la fulgurante et précoce ascension de jeunes talents;https://www.lemonde.fr/culture/article/2023/10/05/dans-le-milieu-de-l-art-la-fulgurante-et-precoce-ascension-de-jeunes-talents_6192521_3246.html;;France;LeMonde.fr;Dans un secteur toujours en quête de chair et de peinture fraîches, salons, prix et bourses se multiplient et propulsent de plus en plus tôt des débutants dans la lumière, pour le meilleur mais aussi pour le pire.;;;FALSE
Aux Etats-Unis, crise obligataire sur fond d’inflation et de troubles politiques;https://www.lemonde.fr/economie/article/2023/10/04/aux-etats-unis-crise-obligataire-sur-fond-d-inflation-et-de-troubles-politiques_6192360_3234.html;;France;LeMonde.fr;A Wall Street, le cours des actions est sous pression. Le Dow Jones a effacé tous ses gains de l’année et les investisseurs craignent que la hausse des taux – dont ils ne voient pas le terme – plonge l’économie dans une crise financière et immobilière.;;;FALSE
Le retour en grâce des fonds monétaires;https://www.lemonde.fr/argent/article/2023/10/04/le-retour-en-grace-des-fonds-monetaires_6192336_1657007.html;;France;LeMonde.fr;Avec une performance supérieure à 3 % cette année, ces produits financiers retrouvent une place de choix parmi les placements sans risque.;;;FALSE
A Montréal, le « rêve canadien » de la communauté sikhe perturbé par la brouille avec l’Inde;https://www.lemonde.fr/international/article/2023/10/11/a-montreal-le-reve-canadien-de-la-communaute-sikhe-perturbe-par-la-brouille-avec-l-inde_6193828_3210.html;;France;LeMonde.fr;Après que le Canada a accusé l’Inde d’avoir assassiné un indépendantiste sur son territoire en juin, la communauté sikhe du Québec s’inquiète de la crise diplomatique entre les deux pays. Et redoute que soit troublé son havre nord-américain.;;;FALSE
En Afghanistan, le bilan d’un premier séisme, intervenu samedi, revu à la baisse à « plus de 1 000 morts »;https://www.lemonde.fr/international/article/2023/10/11/en-afghanistan-le-bilan-du-seisme-de-samedi-revu-a-la-baisse-a-plus-de-1-000-morts_6193787_3210.html;;France;LeMonde.fr;Le ministre de la santé afghan, Qalandar Ebad, a attribué la confusion sur les chiffres à l’isolement des zones les plus touchées et à un double comptage par différents services impliqués dans les secours.;;;FALSE
La journaliste australienne Cheng Lei libérée par la Chine après trois ans de détention;https://www.lemonde.fr/international/article/2023/10/11/en-chine-une-journaliste-australienne-liberee-apres-trois-ans-de-detention_6193723_3210.html;;France;LeMonde.fr;Détenue depuis août 2020, la présentatrice de la chaîne chinoise anglophone CGTN, a été libérée par la Chine et est rentrée en Australie mercredi.;;;FALSE
En Afghanistan, un nouveau séisme touche la région endeuillée quelques jours plus tôt, au moins un mort dénombré;https://www.lemonde.fr/international/article/2023/10/11/afghanistan-nouveau-seisme-dans-la-region-deja-devastee-quelques-jours-plus-tot-pas-de-nouvelle-mort-signalee_6193714_3210.html;;France;LeMonde.fr;Des milliers de personnes sont déjà sans abri après la destruction de leur maison samedi par le premier séisme de magnitude 6,3 sur l’échelle de Richter.;;;FALSE
Avec les marins forçats de l’empire chinois de la pêche : « Mes parents doivent récupérer mon corps »;https://www.lemonde.fr/international/article/2023/10/10/avec-les-marins-forcats-de-l-empire-chinois-de-la-peche-mes-parents-doivent-recuperer-mon-corps_6193553_3210.html;;France;LeMonde.fr;Au cours de leur enquête, les journalistes de The Outlaw Ocean Project ont découvert que Pékin ne recule devant rien pour piller les eaux internationales, avec l’ambition de s’octroyer la souveraineté sur ces zones du globe. Une entreprise titanesque au coût environnemental et humain vertigineux, comme l’illustre le destin broyé de Fadhil, un jeune pêcheur indonésien.;;;FALSE
Séisme en Afghanistan : les recherches continuent, mais l’espoir de retrouver des survivants s’amenuise;https://www.lemonde.fr/international/article/2023/10/10/seisme-en-afghanistan-les-recherches-continuent-mais-l-espoir-de-retrouver-des-survivants-s-amenuise_6193534_3210.html;;France;LeMonde.fr;Un séisme survenu samedi a fait au moins 2 000 morts dans la province d’Hérat.;;;FALSE
« L’attention portée aux importations chinoises s’inscrit dans une perspective plus large d’inquiétude de l’Europe »;https://www.lemonde.fr/economie/article/2023/10/10/l-attention-portee-aux-importations-chinoises-s-inscrit-dans-une-perspective-plus-large-d-inquietude-de-l-europe_6193519_3234.html;;France;LeMonde.fr;L’Europe devrait annoncer d’ici à la fin du mois d’octobre le lancement d’une enquête antidumping contre l’acier chinois dans le cadre d’un accord avec Washington.;;;FALSE
Birmanie : l’armée attaque un camp de déplacés internes, 29 morts;https://www.lemonde.fr/international/article/2023/10/10/birmanie-l-armee-attaque-un-camp-de-deplaces-internes-29-morts_6193488_3210.html;;France;LeMonde.fr;Les Nations unies et des organisations de défense des droits humains ont dénoncé à de nombreuses reprises la junte pour avoir ciblé des civils au cours de la répression sanglante qu’elle mène contre toute dissidence, qu’elle soit le fait de groupes rebelles ethniques ou politiques;;;FALSE
Dans le Haut-Karabakh déserté : l’Azerbaïdjan organise une visite express de l’enclave reconquise;https://www.lemonde.fr/international/article/2023/10/09/dans-le-haut-karabakh-deserte-l-azerbaidjan-organise-une-visite-express-de-l-enclave-reconquise_6193344_3210.html;;France;LeMonde.fr;Bakou exerce un contrôle étroit sur ce territoire vidé de ses habitants arméniens. Dans les territoires du Karabakh déjà repris par ses forces armées il y a trois ans, les traces de présence arménienne ont été effacées.;;;FALSE
Ouïgours : des usines chinoises de poisson fournissant supermarchés et marques en France suspectées de travail forcé;https://www.lemonde.fr/international/article/2023/10/09/ouigours-des-usines-chinoises-de-poisson-fournissant-supermarches-et-marques-en-france-suspectees-de-travail-force_6193336_3210.html;;France;LeMonde.fr;L’enquête de The Outlaw Ocean Project montre que des distributeurs de produits de la mer en France et en Europe se sont approvisionnés auprès d’usines chinoises suspectées d’avoir recouru au travail forcé de Ouïgours.;;;FALSE
Comment le poisson lié au travail forcé des Ouïgours en Chine finit dans nos assiettes;https://www.lemonde.fr/international/article/2023/10/09/comment-le-poisson-lie-au-travail-force-des-ouigours-en-chine-finit-dans-nos-assiettes_6193335_3210.html;;France;LeMonde.fr;Parallèlement à l’internement pour rééducation de la minorité musulmane, la Chine a mis en place d’importants transferts de main-d’œuvre depuis le Xinjiang vers les régions industrielles. Notamment à destination des usines de poisson, dont les produits se retrouvent en bout de chaîne dans les supermarchés d’Europe ou des Etats-Unis, comme le montre l’enquête des journalistes de The Outlaw Ocean Project.;;;FALSE
Les modalités de l’aide humanitaire en question après le séisme qui a touché l’ouest de l’Afghanistan;https://www.lemonde.fr/planete/article/2023/10/08/les-modalites-de-l-aide-humanitaire-en-question-apres-le-seisme-qui-a-touche-l-ouest-de-l-afghanistan_6193196_3244.html;;France;LeMonde.fr;Un tremblement de terre a touché, samedi 7 octobre, une zone située dans l’Ouest, à 35 kilomètres de la grande ville de Herat. Il s’agirait de l’un des plus graves ayant meurtri le pays depuis des décennies.;;;FALSE
Séisme en Afghanistan : plus de 2 000 morts près de Herat selon les talibans, plusieurs villages détruits;https://www.lemonde.fr/international/article/2023/10/08/seisme-en-afghanistan-pres-de-2-000-morts-pres-d-herat-selon-les-talibans-six-villages-detruits_6193002_3211.html;;France;LeMonde.fr;Un tremblement de terre de magnitude 6,3 a frappé l’ouest du pays, samedi. Selon le dernier bilan du gouvernement, 1 240 personnes ont été blessées.;;;FALSE
Haut-Karabakh : pourquoi certains dénoncent-ils un « nettoyage ethnique » des Arméniens ? Comprendre en trois minutes;https://www.lemonde.fr/comprendre-en-3-minutes/article/2023/10/07/haut-karabakh-pourquoi-certains-denoncent-ils-un-nettoyage-ethnique-des-armeniens-comprendre-en-trois-minutes_6192959_6176282.html;;France;LeMonde.fr;VIDÉO - Depuis la victoire éclair de l’Azerbaïdjan dans le territoire peuplé d’Arméniens du Haut-Karabakh, plus de 100 000 personnes ont fui et des voix, en particulier en France, se multiplient pour sonner l’alarme : un « nettoyage ethnique », une « épuration », voire un « génocide » est peut-être en cours.;;;FALSE
Inde : au moins quarante morts à la suite de crues subites dans l’Himalaya;https://www.lemonde.fr/international/article/2023/10/06/inde-au-moins-quarante-morts-a-la-suite-de-crues-subites-dans-l-himalaya_6192803_3210.html;;France;LeMonde.fr;Près de 8 000 autres personnes se sont réfugiées dans des camps de secours improvisés dans des écoles, des bureaux gouvernementaux et des maisons d’hôtes, selon un communiqué de l’Etat du Sikkim.;;;FALSE
La Communauté politique européenne en quête de sens à Grenade;https://www.lemonde.fr/international/article/2023/10/06/la-communaute-politique-europeenne-en-quete-de-sens-a-grenade_6192788_3210.html;;France;LeMonde.fr;Le président turc, Recep Tayyip Erdogan, ainsi que des représentants de pays concernés par des crises régionales, comme le président azerbaïdjanais, Ilham Aliev, et le premier ministre kosovar, Albin Kurti, étaient absents du troisième sommet de la CPE, qui s’est tenu en Espagne, jeudi.;;;FALSE
Guerre Israël-Hamas : le monde universitaire rappelé à l’ordre après des messages « indécents »;https://www.lemonde.fr/societe/article/2023/10/10/guerre-israel-hamas-le-monde-universitaire-rappele-a-l-ordre-apres-des-messages-indecents_6193526_3224.html;;France;LeMonde.fr;Alors que des communiqués soutenant la lutte armée des Palestiniens ont été diffusés, notamment par la section Solidaire étudiant.e.s de l’Ecole des hautes études en sciences sociales, la ministre de l’enseignement supérieur, Sylvie Retailleau, a invité les présidents d’université à signaler et sanctionner de tels propos ou actions.;;;FALSE
La maison des adolescents de Montpellier, une bulle pour les jeunes en souffrance : « Ça vide un poids du sac »;https://www.lemonde.fr/campus/article/2023/10/10/a-montpellier-une-bulle-pour-adolescents-en-souffrance-ca-vide-un-poids-du-sac_6193472_4401467.html;;France;LeMonde.fr;Plus neutre et moins stigmatisante que l’hôpital, la maison des adolescents accueille de manière anonyme tous les jeunes de 11 à 21 ans ayant besoin d’un suivi en santé mentale. S’ils sont de plus en plus nombreux, ils présentent aussi des situations plus lourdes.;;;FALSE
A Montréal non plus, être une femme dans la tech, c’est pas si facile;https://www.lemonde.fr/campus/article/2023/10/09/a-montreal-aussi-etre-une-femme-dans-la-tech-c-est-pas-si-facile_6193304_4401467.html;;France;LeMonde.fr;Dans ce hub québécois de la recherche en intelligence artificielle, seuls 22 % des postes du secteur sont occupés par des femmes. Et davantage dans les ressources humaines que parmi les développeurs… Les stéréotypes de genre sont un frein majeur au recrutement. Pourtant, les modèles de réussite au féminin existent.;;;FALSE
« Les jeunes saisonniers cherchent aujourd’hui des emplois qui correspondent à leurs valeurs »;https://www.lemonde.fr/idees/article/2023/10/08/les-jeunes-saisonniers-cherchent-aujourd-hui-des-emplois-qui-correspondent-a-leurs-valeurs_6193140_3232.html;;France;LeMonde.fr;Alors que près de 10 millions de touristes vont affluer cet hiver vers les stations de ski françaises, Nabila Lamharzi Mely, directrice des ressources humaines d’Azureva, alerte, dans une tribune au « Monde », sur le manque de travailleurs saisonniers, dont les aspirations ont changé, ce qui pourrait gêner la reprise du tourisme.;;;FALSE
« Ma phobie administrative s’explique enfin : on me diagnostique un trouble du déficit de l’attention »;https://www.lemonde.fr/campus/article/2023/10/08/ma-phobie-administrative-s-explique-enfin-on-me-diagnostique-un-trouble-du-deficit-de-l-attention_6193122_4401467.html;;France;LeMonde.fr;« Premières fois » : récits de moments charnières autour du passage à l’âge adulte. Ilias, 25 ans, raconte comment ses angoisses lui font perdre du temps, mais surtout de l’argent.;;;FALSE
Calendrier Parcoursup 2024 : les étapes-clés de l’orientation postbac;https://www.lemonde.fr/campus/article/2023/10/06/calendrier-parcoursup-2024-les-etapes-cles-de-l-orientation-postbac_6192796_4401467.html;;France;LeMonde.fr;Le nouveau calendrier de la plate-forme Parcoursup a été publié : voici les dates à connaître pour préparer sereinement son entrée dans l’enseignement supérieur.;;;FALSE
Des jeunes « chouettes » veillent la nuit sur les personnes âgées;https://www.lemonde.fr/campus/article/2023/10/05/des-jeunes-chouettes-veillent-la-nuit-sur-les-personnes-agees_6192564_4401467.html;;France;LeMonde.fr;Par l’intermédiaire d’une start-up qui les met en relation, des étudiants en santé viennent passer des nuits au chevet de personnes âgés en perte d’autonomie.;;;FALSE
Les mathématiques, maillon faible des étudiants en école de commerce;https://www.lemonde.fr/campus/article/2023/10/04/les-mathematiques-maillon-faible-des-etudiants-en-ecole-de-commerce_6192292_4401467.html;;France;LeMonde.fr;Depuis la réforme du baccalauréat en 2019, de plus en plus d’étudiants en école de commerce ont un niveau en maths insuffisant, faute d’avoir eu un enseignement au lycée. Certaines écoles organisent des remises à niveau en début d’année.;;;FALSE
Parcoursup : 148 bacheliers sont toujours sans affectation à l’issue de la procédure;https://www.lemonde.fr/societe/article/2023/10/03/parcoursup-148-bacheliers-sont-toujours-sans-affectation-a-l-issue-de-la-procedure_6192170_3224.html;;France;LeMonde.fr;Depuis un an, le ministère de l’éducation nationale et celui de l’enseignement supérieur s’efforcent de réduire le sentiment d’attente et le stress répandus chez les lycéens, en générant des propositions pour plus de candidats et plus tôt.;;;FALSE
Face à la crise du logement, étudiants et personnes âgées sous le même toit;https://www.lemonde.fr/campus/article/2023/10/03/face-a-la-crise-du-logement-etudiants-et-personnes-agees-sous-le-meme-toit_6192075_4401467.html;;France;LeMonde.fr;Confrontés au vieillissement et pour répondre au manque de logements étudiants, certains seniors décident d’héberger un jeune le temps de ses études, en échange de menus services. Cette cohabitation intergénérationnelle, issue du monde associatif, attire aussi des start-up.;;;FALSE
Jeune diplômé ou cadre, vous avez le sentiment d’être un « imposteur » : racontez-nous;https://www.lemonde.fr/campus/appel-temoignages/2023/10/02/jeune-diplome-ou-cadre-vous-avez-le-sentiment-d-etre-un-imposteur-racontez-nous_6191969_4401467.html;;France;LeMonde.fr;Malgré des études et un parcours exemplaires, vous avez le sentiment de ne pas mériter votre emploi. Racontez-nous comment se manifeste cette impression, comment vous l’expliquez et tentez de la maîtriser.;;;FALSE
Des jeunes de 18 à 30 ans de plus en plus exigeants sur la responsabilité environnementale des entreprises;https://www.lemonde.fr/campus/article/2023/10/02/la-jeunesse-de-plus-en-plus-homogene-et-exigeante-sur-la-responsabilite-environnementale-des-entreprises_6191947_4401467.html;;France;LeMonde.fr;Près de 70 % des jeunes de 18 à 30 ans affirment qu’ils seraient prêts à renoncer à postuler dans des entreprises qui ne prennent pas en compte les enjeux écologiques, selon une étude récente d’Harris Interactive.;;;FALSE
A l’université de Créteil, un manque de moyens criant : « Exigez ce qui vous est dû ! »;https://www.lemonde.fr/societe/article/2023/09/30/a-l-universite-de-creteil-un-manque-de-moyens-criant-exigez-ce-qui-vous-est-du_6191758_3224.html;;France;LeMonde.fr;Des enseignants de la filière Staps, qui estiment insuffisante la reconnaissance de l’Etat à l’égard du monde universitaire, ont eu un échange musclé avec le président de l’université de Paris-Est-Créteil, le 21 septembre.;;;FALSE
« Ils ont plongé le monde dans la crise » : Wall Street, ses bandits, ses profits;https://www.lemonde.fr/televisions-radio/article/2018/12/04/ils-ont-plonge-le-monde-dans-la-crise-wall-street-ses-bandits-ses-profits_5392261_1655027.html;;France;LeMonde.fr;Dix ans après, Benoît Bringer revient sur la crise financière de 2008 et ses conséquences planétaires.;;;FALSE
« Les business schools ignorent certaines réalités essentielles  »;https://www.lemonde.fr/campus/article/2018/11/15/les-business-schools-ignorent-certaines-realites-essentielles_5383885_4401467.html;;France;LeMonde.fr;"Pour Martin Parker, professeur de management à l’université de Bristol, ces écoles ignorent nombre de réalités sociales et environnementales et diffusent des «&nbsp;idées dangereuses&nbsp;» sur l’économie.";;;FALSE
Ecoles de commerce : dix ans après la crise, un devoir d’inventaire s’impose;https://www.lemonde.fr/campus/article/2018/11/10/ecoles-de-commerce-dix-ans-apres-la-crise-un-devoir-d-inventaire-s-impose_5381645_4401467.html;;France;LeMonde.fr;Depuis la chute de Lehman Brothers en 2008, l’enseignement de l’économie et de la finance peine à évoluer.;;;FALSE
En Allemagne, une querelle bancaire et universitaire;https://www.lemonde.fr/campus/article/2018/11/09/en-allemagne-une-querelle-bancaire-et-universitaire_5381036_4401467.html;;France;LeMonde.fr;Les avis divergent encore outre-Rhin sur ce que doit être un établissement financier.;;;FALSE
Enseignement de la finance : l’aggiornamento se fait attendre;https://www.lemonde.fr/campus/article/2018/11/07/enseignement-de-la-finance-l-aggiornamento-se-fait-attendre_5379956_4401467.html;;France;LeMonde.fr;Depuis la chute de Lehman Brothers en 2008, les formations comptent plus de régulation et d’éthique mais la théorie classique reste, elle, incontournable.;;;FALSE
Les écoles de commerce veulent s’éloigner de la « spéculation sans complexe »;https://www.lemonde.fr/campus/article/2018/11/02/les-ecoles-de-commerce-veulent-s-eloigner-de-la-speculation-sans-complexe_5377866_4401467.html;;France;LeMonde.fr;Les business schools s’attachent à former des diplômés plus responsables et insistent sur la prévention des risques.;;;FALSE
